[15, 18, 42, 98, 128, 163]
[18, 24, 25, 34, 128, 163]
[5, 19, 26, 28, 52, 163]
[19, 35, 47, 55, 61, 66]
[15, 87, 111, 124, 127, 195]
[51, 88, 91, 111, 124, 195]
[88, 124, 128, 163, 195, 207]
[58, 88, 124, 128, 195, 207]
[2, 88, 124, 128, 195, 207]
[13, 55, 95, 188, 221, 230]
[13, 53, 55, 85, 221, 230]
[5, 33, 97, 100, 113, 116]
[5, 33, 97, 100, 113, 214]
[33, 97, 100, 113, 116, 214]
[23, 49, 67, 107, 118, 205]
[37, 49, 67, 149, 178, 199]
[46, 49, 67, 149, 179, 199]
[46, 67, 149, 179, 199, 233]
[46, 49, 58, 67, 179, 199]
[24, 46, 58, 61, 67, 199]
[14, 50, 53, 54, 150, 227]
[7, 14, 50, 53, 54, 227]
[50, 53, 54, 68, 150, 227]
[31, 54, 94, 121, 130, 217]
[10, 27, 33, 40, 48, 214]
[25, 72, 124, 203, 235, 236]
[25, 72, 124, 201, 203, 236]
[25, 72, 124, 226, 235, 236]
[25, 72, 124, 226, 235, 237]
[72, 124, 163, 180, 218, 235]
[72, 96, 134, 180, 218, 235]
[72, 163, 197, 203, 218, 235]
[45, 163, 190, 207, 218, 235]
[45, 163, 190, 218, 233, 235]
[45, 163, 180, 190, 218, 235]
[45, 163, 180, 207, 218, 235]
[20, 45, 163, 180, 218, 235]
[20, 45, 57, 61, 163, 235]
[35, 58, 125, 144, 168, 186]
[26, 56, 103, 211, 227, 229]
[56, 69, 103, 133, 211, 227]
[56, 69, 103, 133, 211, 229]
[69, 103, 133, 174, 211, 229]
[69, 103, 133, 174, 211, 227]
[69, 103, 133, 211, 227, 229]
[69, 103, 133, 153, 174, 211]
[69, 103, 133, 153, 211, 227]
[34, 69, 103, 133, 211, 229]
[34, 56, 69, 103, 133, 211]
[22, 60, 69, 133, 195, 211]
[69, 133, 153, 174, 210, 211]
[27, 69, 133, 153, 174, 210]
[22, 27, 69, 133, 153, 210]
[69, 115, 133, 153, 174, 210]
[11, 29, 83, 121, 142, 238]
[29, 31, 60, 121, 142, 169]
[29, 84, 116, 121, 140, 219]
[5, 28, 106, 108, 116, 221]
[5, 31, 108, 114, 145, 206]
[5, 7, 31, 114, 145, 206]
[5, 7, 56, 114, 145, 206]
[5, 7, 13, 31, 114, 206]
[39, 48, 116, 171, 194, 224]
[38, 43, 201, 203, 229, 239]
[38, 43, 201, 203, 229, 236]
[7, 38, 43, 119, 129, 187]
[7, 27, 41, 169, 197, 232]
[7, 27, 41, 169, 197, 226]
[7, 27, 41, 197, 222, 226]
[7, 14, 97, 116, 170, 175]
[4, 7, 97, 129, 170, 175]
[5, 7, 62, 97, 116, 175]
[52, 101, 102, 103, 125, 146]
[52, 102, 103, 125, 146, 226]
[52, 53, 81, 82, 86, 135]
[81, 97, 191, 195, 214, 217]
[43, 91, 97, 205, 229, 236]
[43, 91, 203, 205, 229, 234]
[43, 123, 157, 207, 215, 229]
[43, 55, 123, 207, 215, 229]
[43, 55, 116, 207, 215, 229]
[26, 38, 150, 207, 227, 229]
[26, 38, 150, 167, 207, 229]
[11, 51, 77, 150, 164, 166]
[0, 22, 191, 213, 220, 228]
[35, 85, 186, 196, 221, 232]
[92, 117, 135, 168, 181, 230]
[35, 158, 168, 186, 232, 238]
[35, 135, 167, 168, 195, 238]
[35, 135, 167, 179, 195, 238]
[32, 71, 111, 141, 187, 224]
[32, 71, 89, 141, 187, 224]
[32, 71, 111, 141, 221, 224]
[32, 71, 74, 111, 141, 224]
[32, 71, 89, 141, 221, 224]
[32, 71, 117, 128, 141, 187]
[32, 71, 117, 128, 141, 221]
[32, 71, 74, 117, 128, 141]
[32, 41, 71, 111, 141, 187]
[24, 32, 71, 111, 141, 224]
[2, 24, 32, 71, 128, 141]
[23, 35, 48, 71, 194, 196]
[48, 49, 85, 123, 196, 220]
[48, 49, 119, 128, 196, 220]
[49, 119, 128, 196, 220, 221]
[37, 49, 119, 128, 220, 221]
[37, 119, 192, 217, 229, 230]
[37, 119, 192, 194, 229, 230]
[37, 49, 99, 119, 194, 220]
[24, 46, 185, 197, 230, 231]
[24, 46, 52, 185, 197, 231]
[24, 46, 135, 197, 224, 235]
[24, 46, 135, 197, 220, 224]
[35, 85, 167, 172, 179, 221]
[119, 128, 158, 196, 213, 220]
[35, 45, 109, 167, 179, 194]
[19, 35, 109, 167, 179, 238]
[109, 162, 203, 229, 234, 239]
[64, 99, 196, 220, 221, 223]
[52, 74, 85, 91, 111, 203]
[18, 74, 85, 91, 111, 203]
[18, 74, 91, 111, 192, 203]
[18, 74, 128, 163, 183, 207]
[23, 64, 101, 154, 183, 191]
[23, 101, 179, 183, 191, 198]
[23, 74, 139, 179, 183, 198]
[23, 64, 74, 101, 139, 183]
[23, 139, 140, 179, 183, 198]
[64, 99, 166, 196, 220, 221]
[64, 99, 119, 166, 196, 221]
[64, 89, 156, 175, 196, 206]
[85, 89, 146, 156, 196, 221]
[34, 99, 108, 138, 156, 196]
[127, 146, 156, 160, 196, 203]
[56, 75, 114, 146, 156, 190]
[75, 114, 146, 184, 237, 239]
[4, 21, 75, 77, 91, 167]
[4, 21, 51, 75, 77, 91]
[4, 19, 21, 51, 77, 91]
[4, 21, 51, 77, 91, 203]
[4, 19, 21, 77, 91, 167]
[4, 21, 51, 77, 91, 106]
[10, 21, 58, 77, 91, 106]
[10, 21, 58, 77, 91, 167]
[21, 70, 77, 91, 151, 229]
[10, 70, 91, 147, 148, 231]
[10, 21, 33, 70, 171, 191]
[10, 19, 21, 33, 171, 191]
[10, 21, 33, 171, 191, 214]
[5, 10, 21, 33, 171, 191]
[19, 21, 33, 70, 171, 191]
[1, 21, 33, 70, 171, 191]
[33, 160, 171, 186, 196, 227]
[33, 160, 171, 196, 227, 238]
[33, 160, 171, 186, 227, 238]
[35, 79, 145, 148, 233, 239]
[35, 85, 88, 172, 179, 233]
[85, 88, 172, 179, 218, 233]
[1, 84, 88, 175, 196, 206]
[45, 172, 218, 220, 233, 239]
[25, 140, 163, 215, 222, 233]
[15, 25, 105, 124, 236, 237]
[20, 80, 133, 143, 225, 226]
