[7, 8, 13, 26, 30, 42]
[19, 26, 71, 77, 81, 84]
[19, 64, 71, 73, 81, 84]
[19, 20, 26, 77, 81, 83]
[4, 7, 8, 13, 26, 42]
[7, 8, 13, 26, 42, 71]
[7, 8, 13, 26, 69, 71]
[5, 13, 29, 68, 69, 71]
[5, 7, 13, 29, 69, 71]
[7, 13, 26, 29, 69, 71]
[7, 13, 26, 29, 49, 71]
[5, 7, 13, 29, 49, 71]
[21, 26, 34, 71, 81, 84]
[19, 34, 64, 71, 81, 84]
[19, 26, 34, 71, 81, 84]
[19, 26, 34, 69, 71, 84]
[34, 64, 65, 72, 74, 81]
[21, 26, 38, 71, 81, 84]
[5, 38, 68, 69, 71, 84]
[1, 10, 36, 48, 67, 77]
[7, 10, 36, 48, 50, 77]
[7, 12, 43, 48, 71, 77]
[15, 22, 35, 65, 70, 84]
[15, 35, 64, 65, 81, 84]
[24, 64, 72, 73, 75, 81]
[15, 18, 35, 64, 66, 81]
[24, 54, 64, 72, 73, 75]
[5, 24, 54, 64, 72, 75]
[35, 54, 58, 64, 65, 72]
[3, 7, 15, 18, 64, 82]
[1, 24, 64, 73, 75, 82]
[1, 5, 24, 64, 75, 82]
[5, 24, 59, 64, 75, 82]
[6, 29, 59, 64, 67, 71]
[6, 29, 64, 67, 71, 73]
[15, 22, 25, 66, 70, 75]
[6, 9, 29, 59, 67, 83]
[0, 6, 9, 29, 59, 67]
[6, 9, 29, 59, 67, 71]
[8, 20, 26, 53, 69, 71]
[15, 22, 52, 53, 65, 76]
[9, 52, 61, 67, 79, 83]
[9, 15, 25, 48, 66, 74]
[3, 9, 15, 48, 66, 74]
[15, 48, 50, 66, 75, 81]
[10, 15, 48, 50, 75, 81]
[7, 29, 59, 64, 67, 71]
[3, 6, 15, 18, 34, 64]
[15, 18, 35, 48, 66, 81]
[3, 12, 15, 48, 50, 62]
[6, 18, 21, 52, 67, 83]
[6, 18, 22, 52, 67, 83]
[0, 6, 18, 22, 52, 67]
[18, 22, 52, 67, 79, 83]
[24, 28, 54, 67, 73, 83]
[21, 25, 26, 46, 49, 80]
[1, 24, 41, 46, 73, 83]
[5, 22, 25, 70, 72, 75]
[5, 22, 25, 53, 72, 75]
[21, 26, 71, 77, 81, 84]
[10, 15, 53, 75, 76, 81]
[4, 43, 45, 63, 77, 83]
[4, 5, 24, 28, 63, 82]
[4, 5, 24, 63, 77, 82]
[15, 18, 21, 66, 76, 81]
[6, 15, 18, 21, 52, 76]
[15, 18, 21, 52, 76, 81]
[6, 15, 18, 22, 52, 76]
[8, 15, 18, 21, 66, 76]
[6, 15, 22, 25, 52, 53]
[15, 52, 53, 65, 76, 81]
[6, 15, 22, 52, 53, 76]
[0, 6, 22, 25, 52, 53]
[1, 16, 17, 25, 38, 42]
[14, 16, 17, 22, 25, 45]
[14, 16, 17, 22, 25, 37]
[14, 16, 17, 25, 37, 57]
[1, 16, 17, 25, 37, 57]
[1, 16, 17, 37, 57, 82]
[1, 16, 17, 25, 42, 57]
[1, 17, 37, 57, 60, 82]
[14, 17, 22, 25, 37, 51]
[14, 17, 25, 37, 51, 80]
[14, 17, 25, 49, 51, 80]
[14, 17, 25, 37, 57, 80]
[14, 17, 37, 57, 60, 80]
[17, 37, 57, 60, 80, 82]
[17, 25, 39, 42, 45, 51]
[14, 17, 25, 39, 45, 51]
[14, 17, 22, 25, 45, 51]
[17, 22, 25, 45, 51, 72]
[17, 39, 45, 51, 63, 82]
[14, 25, 26, 37, 57, 80]
[1, 16, 17, 25, 37, 51]
[1, 25, 32, 64, 73, 84]
[1, 57, 64, 73, 75, 82]
[1, 5, 25, 32, 64, 84]
[5, 22, 25, 32, 70, 72]
[5, 22, 25, 32, 70, 84]
[5, 14, 16, 22, 25, 37]
[16, 17, 22, 25, 45, 75]
[17, 22, 25, 45, 72, 75]
[20, 26, 57, 79, 81, 83]
[18, 21, 57, 66, 81, 83]
[12, 39, 41, 55, 66, 76]
[9, 12, 43, 48, 66, 71]
[18, 22, 61, 67, 79, 83]
[18, 21, 42, 61, 67, 83]
[10, 20, 62, 67, 70, 79]
[10, 25, 48, 61, 62, 69]
[2, 5, 39, 41, 55, 63]
[2, 5, 24, 39, 41, 63]
[2, 5, 24, 39, 63, 82]
[10, 25, 53, 61, 62, 69]
[10, 37, 40, 41, 55, 61]
[10, 25, 53, 57, 61, 69]
[9, 39, 43, 50, 66, 77]
[3, 9, 15, 48, 50, 66]
[2, 5, 24, 39, 59, 82]
[2, 5, 24, 28, 63, 82]
[28, 29, 40, 61, 67, 73]
[8, 18, 21, 49, 61, 66]
[7, 36, 41, 44, 55, 63]
[5, 7, 36, 41, 44, 63]
[5, 7, 36, 44, 55, 63]
[7, 24, 36, 39, 41, 63]
[10, 27, 36, 41, 55, 76]
[10, 15, 27, 36, 41, 76]
[3, 7, 10, 15, 36, 48]
[5, 7, 24, 36, 63, 82]
[3, 7, 15, 56, 64, 82]
[3, 7, 15, 56, 64, 84]
[6, 15, 27, 38, 41, 73]
[6, 15, 18, 21, 56, 76]
[10, 20, 32, 36, 76, 81]
[10, 20, 26, 57, 79, 81]
[10, 27, 29, 47, 59, 76]
[10, 27, 36, 55, 59, 76]
[0, 10, 27, 29, 47, 59]
[10, 26, 47, 59, 79, 81]
[10, 20, 35, 47, 79, 81]
[20, 26, 35, 47, 79, 81]
[10, 36, 50, 59, 62, 81]
[0, 10, 29, 50, 59, 62]
[24, 36, 59, 62, 76, 81]
[10, 36, 55, 59, 62, 76]
[27, 36, 55, 59, 62, 76]
[10, 36, 41, 55, 62, 76]
[27, 36, 41, 55, 62, 76]
[10, 27, 41, 55, 62, 76]
[10, 27, 36, 41, 62, 76]
[10, 15, 36, 41, 62, 76]
[15, 27, 36, 41, 62, 76]
[5, 24, 36, 39, 59, 82]
[24, 36, 39, 59, 76, 81]
[8, 21, 39, 60, 66, 76]
[21, 39, 55, 60, 66, 76]
[6, 15, 18, 21, 27, 76]
[15, 18, 21, 27, 66, 76]
[24, 40, 64, 73, 75, 82]
[5, 24, 36, 39, 63, 82]
[0, 2, 14, 31, 40, 80]
[1, 5, 32, 36, 68, 82]
[3, 17, 36, 62, 68, 82]
[3, 17, 56, 62, 64, 82]
[3, 17, 60, 62, 68, 82]
[46, 60, 62, 69, 76, 80]
[3, 17, 29, 60, 62, 68]
[29, 60, 62, 68, 69, 76]
[29, 60, 62, 69, 76, 80]
[42, 46, 60, 62, 76, 80]
[21, 42, 46, 60, 76, 80]
[21, 42, 46, 52, 76, 80]
[21, 42, 46, 52, 56, 76]
[18, 21, 42, 52, 56, 76]
[8, 18, 21, 42, 56, 76]
[17, 42, 46, 60, 62, 80]
[2, 39, 41, 55, 63, 77]
[2, 5, 39, 41, 63, 77]
[2, 5, 24, 39, 41, 77]
[4, 16, 25, 49, 66, 74]
[15, 25, 30, 48, 66, 74]
[15, 25, 30, 48, 66, 75]
[2, 24, 39, 41, 63, 74]
[2, 5, 24, 41, 63, 74]
[2, 4, 24, 28, 40, 82]
[4, 11, 24, 52, 74, 81]
[2, 4, 24, 28, 63, 82]
[2, 4, 7, 8, 28, 49]
[2, 7, 41, 55, 63, 77]
[2, 7, 39, 55, 63, 77]
[2, 7, 39, 41, 55, 77]
[4, 14, 16, 25, 66, 74]
[14, 16, 17, 25, 37, 74]
[14, 25, 31, 48, 66, 74]
[4, 14, 25, 31, 66, 74]
[11, 25, 31, 48, 66, 74]
[4, 11, 25, 31, 66, 74]
[2, 4, 8, 11, 31, 74]
[11, 34, 46, 53, 65, 72]
[11, 25, 34, 46, 53, 72]
[25, 34, 46, 72, 73, 75]
[11, 17, 25, 46, 72, 75]
[5, 13, 29, 32, 68, 71]
[4, 5, 16, 32, 77, 82]
[2, 4, 5, 32, 77, 82]
[2, 5, 32, 70, 77, 84]
[2, 4, 5, 32, 70, 77]
[4, 5, 13, 16, 25, 56]
[4, 25, 32, 53, 64, 78]
[4, 5, 32, 53, 64, 78]
[4, 5, 25, 53, 64, 78]
[5, 13, 16, 25, 56, 69]
[0, 4, 11, 25, 52, 56]
[5, 11, 16, 25, 37, 56]
[15, 36, 52, 65, 76, 81]
[5, 24, 27, 36, 59, 82]
[16, 25, 26, 56, 57, 69]
[1, 32, 40, 61, 73, 84]
[1, 11, 25, 32, 61, 73]
[1, 8, 11, 32, 61, 73]
[1, 8, 11, 32, 71, 73]
[6, 11, 22, 27, 52, 76]
[6, 11, 52, 56, 67, 71]
[1, 5, 24, 36, 68, 82]
[25, 57, 61, 62, 69, 80]
[54, 57, 61, 62, 69, 80]
[22, 52, 54, 61, 67, 83]
[11, 22, 24, 27, 52, 67]
